Subj,Type,ROI,Phase,beta,var,TRAIT,STATE
MAX151,safe,Left PAG,late,0.357989,0.013303,28,24
MAX151,safe,Left Posterior Caudate,early,-0.034242,0.005695,28,24
MAX151,safe,Left Posterior Caudate,late,0.156735,0.005902,28,24
MAX151,safe,Left Posterior Putamen,early,0.218384,0.004967,28,24
MAX151,safe,Left Posterior Putamen,late,0.389946,0.005264,28,24
MAX151,safe,Left Posterior Thalamus,early,0.255434,0.002364,28,24
MAX151,safe,Left Posterior Thalamus,late,0.137981,0.002456,28,24
MAX151,safe,Left Ventral Striatum,early,-0.140523,0.003781,28,24
MAX151,safe,Left Ventral Striatum,late,0.066956,0.003914,28,24
MAX151,safe,PCC,early,0.194228,0.016776,28,24
MAX151,safe,PCC,late,0.275628,0.017788,28,24
MAX151,safe,PCC/precuneus,early,0.181504,0.015536,28,24
MAX151,safe,PCC/precuneus,late,0.488510,0.016120,28,24
MAX151,safe,Right AntDorsal Insula,early,0.135774,0.002160,28,24
MAX151,safe,Right AntDorsal Insula,late,0.126955,0.002239,28,24
MAX151,safe,Right AntVentral Insula,early,0.373359,0.009574,28,24
MAX151,safe,Right AntVentral Insula,late,0.277959,0.010163,28,24
MAX151,safe,Right Anterior Caudate,early,-0.000525,0.003006,28,24
MAX151,safe,Right Anterior Caudate,late,0.235123,0.003187,28,24
MAX151,safe,Right Anterior MCC,early,0.124520,0.002930,28,24
MAX151,safe,Right Anterior MCC,late,0.057889,0.003108,28,24
MAX151,safe,Right Anterior Putamen,early,0.112437,0.002672,28,24
MAX151,safe,Right Anterior Putamen,late,0.205132,0.002824,28,24
MAX151,safe,Right Anterior Thalamus,early,0.114691,0.003866,28,24
MAX151,safe,Right Anterior Thalamus,late,0.112310,0.004095,28,24
MAX151,safe,Right BLBM Amygdala,early,0.266717,0.011816,28,24
MAX151,safe,Right BLBM Amygdala,late,0.220590,0.011789,28,24
MAX151,safe,Right BST,early,-0.299652,0.040094,28,24
MAX151,safe,Right BST,late,0.029286,0.040661,28,24
MAX151,safe,Right CeMe Amygdala,early,0.103052,0.006441,28,24
MAX151,safe,Right CeMe Amygdala,late,0.111925,0.006447,28,24
MAX151,safe,Right Hypothalamus,early,0.180814,0.013853,28,24
MAX151,safe,Right Hypothalamus,late,0.380734,0.013725,28,24
MAX151,safe,Right MidPost Insula,early,0.291354,0.004349,28,24
MAX151,safe,Right MidPost Insula,late,0.190369,0.004613,28,24
MAX151,safe,Right PAG,early,-0.008476,0.015519,28,24
MAX151,safe,Right PAG,late,0.026582,0.015380,28,24
MAX151,safe,Right Posterior Caudate,early,-0.081428,0.013260,28,24
MAX151,safe,Right Posterior Caudate,late,0.061794,0.013754,28,24
MAX151,safe,Right Posterior Putamen,early,0.142163,0.003152,28,24
MAX151,safe,Right Posterior Putamen,late,0.298923,0.003337,28,24
MAX151,safe,Right Posterior Thalamus,early,0.324835,0.009736,28,24
MAX151,safe,Right Posterior Thalamus,late,0.076186,0.009789,28,24
MAX151,safe,Right Ventral Striatum,early,-0.238574,0.004296,28,24
MAX151,safe,Right Ventral Striatum,late,-0.068143,0.004422,28,24
MAX151,safe,vmPFC,early,-0.038373,0.004941,28,24
MAX151,safe,vmPFC,late,0.248576,0.005245,28,24
MAX151,threat,ACC,early,0.129050,0.002807,28,24
MAX151,threat,ACC,late,0.159869,0.003099,28,24
MAX151,threat,Left AntDorsal Insula,early,0.096223,0.002224,28,24
MAX151,threat,Left AntDorsal Insula,late,-0.018490,0.002427,28,24
MAX151,threat,Left AntVentral Insula,early,0.141592,0.005068,28,24
MAX151,threat,Left AntVentral Insula,late,0.023839,0.005533,28,24
MAX151,threat,Left Anterior  Putamen,early,0.104775,0.003551,28,24
MAX151,threat,Left Anterior  Putamen,late,0.210340,0.003915,28,24
MAX151,threat,Left Anterior Caudate,early,-0.058260,0.004282,28,24
MAX151,threat,Left Anterior Caudate,late,0.090069,0.004721,28,24
MAX151,threat,Left Anterior MCC,early,0.274590,0.003692,28,24
MAX151,threat,Left Anterior MCC,late,0.047614,0.004068,28,24
MAX151,threat,Left Anterior Thalamus,early,0.056288,0.004358,28,24
MAX151,threat,Left Anterior Thalamus,late,0.183755,0.004836,28,24
MAX151,threat,Left BLBM Amygdala,early,0.389965,0.033229,28,24
MAX151,threat,Left BLBM Amygdala,late,0.438718,0.033720,28,24
MAX151,threat,Left BST,early,0.068655,0.015702,28,24
MAX151,threat,Left BST,late,-0.117044,0.015885,28,24
MAX151,threat,Left CeMe Amygdala,early,0.194937,0.018067,28,24
MAX151,threat,Left CeMe Amygdala,late,0.156552,0.018462,28,24
MAX151,threat,Left Hypothalamus,early,0.147023,0.011058,28,24
MAX151,threat,Left Hypothalamus,late,0.315951,0.011352,28,24
MAX151,threat,Left MidPost Insula,early,0.016407,0.002311,28,24
MAX151,threat,Left MidPost Insula,late,-0.146842,0.002541,28,24
MAX151,threat,Left PAG,early,0.372314,0.013369,28,24
MAX151,threat,Left PAG,late,0.395702,0.013530,28,24
MAX151,threat,Left Posterior Caudate,early,-0.037338,0.005642,28,24
MAX151,threat,Left Posterior Caudate,late,0.219137,0.006036,28,24
MAX151,threat,Left Posterior Putamen,early,0.309209,0.004811,28,24
MAX151,threat,Left Posterior Putamen,late,0.381207,0.005299,28,24
MAX151,threat,Left Posterior Thalamus,early,0.088462,0.002331,28,24
MAX151,threat,Left Posterior Thalamus,late,-0.014859,0.002469,28,24
MAX151,threat,Left Ventral Striatum,early,-0.021466,0.003756,28,24
MAX151,threat,Left Ventral Striatum,late,-0.016854,0.003997,28,24
MAX151,threat,PCC,early,0.083782,0.016252,28,24
MAX151,threat,PCC,late,-0.187736,0.017914,28,24
MAX151,threat,PCC/precuneus,early,0.243007,0.015401,28,24
MAX151,threat,PCC/precuneus,late,0.117465,0.016478,28,24
MAX151,threat,Right AntDorsal Insula,early,0.057488,0.002142,28,24
MAX151,threat,Right AntDorsal Insula,late,-0.002570,0.002292,28,24
MAX151,threat,Right AntVentral Insula,early,0.066788,0.009216,28,24
MAX151,threat,Right AntVentral Insula,late,-0.204819,0.010239,28,24
MAX151,threat,Right Anterior Caudate,early,0.069186,0.002912,28,24
MAX151,threat,Right Anterior Caudate,late,0.149879,0.003210,28,24
MAX151,threat,Right Anterior MCC,early,0.117261,0.002822,28,24
MAX151,threat,Right Anterior MCC,late,-0.050709,0.003131,28,24
MAX151,threat,Right Anterior Putamen,early,0.282403,0.002607,28,24
MAX151,threat,Right Anterior Putamen,late,0.290398,0.002844,28,24
MAX151,threat,Right Anterior Thalamus,early,0.197966,0.003744,28,24
MAX151,threat,Right Anterior Thalamus,late,0.255762,0.004124,28,24
MAX151,threat,Right BLBM Amygdala,early,0.185497,0.011727,28,24
MAX151,threat,Right BLBM Amygdala,late,0.232520,0.011911,28,24
MAX151,threat,Right BST,early,0.031530,0.040012,28,24
MAX151,threat,Right BST,late,-0.112095,0.041433,28,24
MAX151,threat,Right CeMe Amygdala,early,0.096245,0.006430,28,24
MAX151,threat,Right CeMe Amygdala,late,-0.070031,0.006574,28,24
MAX151,threat,Right Hypothalamus,early,0.225203,0.013775,28,24
MAX151,threat,Right Hypothalamus,late,0.459571,0.013936,28,24
MAX151,threat,Right MidPost Insula,early,-0.051100,0.004166,28,24
MAX151,threat,Right MidPost Insula,late,-0.238124,0.004651,28,24
MAX151,threat,Right PAG,early,-0.171169,0.015436,28,24
MAX151,threat,Right PAG,late,-0.108282,0.015622,28,24
MAX151,threat,Right Posterior Caudate,early,-0.079152,0.013143,28,24
MAX151,threat,Right Posterior Caudate,late,0.415005,0.014061,28,24
MAX151,threat,Right Posterior Putamen,early,0.287132,0.003056,28,24
MAX151,threat,Right Posterior Putamen,late,0.226780,0.003366,28,24
MAX151,threat,Right Posterior Thalamus,early,-0.012941,0.009773,28,24
MAX151,threat,Right Posterior Thalamus,late,-0.208660,0.010018,28,24
MAX151,threat,Right Ventral Striatum,early,0.038357,0.004281,28,24
MAX151,threat,Right Ventral Striatum,late,-0.028709,0.004517,28,24
MAX151,threat,vmPFC,early,-0.155395,0.004789,28,24
MAX151,threat,vmPFC,late,0.043614,0.005279,28,24
MAX152,safe,ACC,early,-0.112817,0.003132,28,26
MAX152,safe,ACC,late,0.125719,0.003239,28,26
MAX152,safe,Left AntDorsal Insula,early,0.025473,0.001873,28,26
MAX152,safe,Left AntDorsal Insula,late,-0.132462,0.001902,28,26
MAX152,safe,Left AntVentral Insula,early,0.063658,0.004695,28,26
MAX152,safe,Left AntVentral Insula,late,0.161433,0.004829,28,26
MAX152,safe,Left Anterior  Putamen,early,-0.101849,0.002901,28,26
MAX152,safe,Left Anterior  Putamen,late,-0.156175,0.002995,28,26
MAX152,safe,Left Anterior Caudate,early,0.029342,0.002553,28,26
MAX152,safe,Left Anterior Caudate,late,0.006769,0.002585,28,26
MAX152,safe,Left Anterior MCC,early,-0.005271,0.003426,28,26
MAX152,safe,Left Anterior MCC,late,-0.072192,0.003537,28,26
MAX152,safe,Left Anterior Thalamus,early,-0.190908,0.004313,28,26
MAX152,safe,Left Anterior Thalamus,late,-0.247261,0.004458,28,26
MAX152,safe,Left BLBM Amygdala,early,-0.462469,0.019895,28,26
MAX152,safe,Left BLBM Amygdala,late,-0.570658,0.019763,28,26
MAX152,safe,Left BST,early,0.032120,0.019824,28,26
MAX152,safe,Left BST,late,0.235636,0.019730,28,26
MAX152,safe,Left CeMe Amygdala,early,-0.167818,0.013099,28,26
MAX152,safe,Left CeMe Amygdala,late,-0.140308,0.013066,28,26
MAX152,safe,Left Hypothalamus,early,0.153625,0.012891,28,26
MAX152,safe,Left Hypothalamus,late,0.248605,0.012858,28,26
MAX152,safe,Left MidPost Insula,early,-0.006057,0.003711,28,26
MAX152,safe,Left MidPost Insula,late,-0.066534,0.003832,28,26
MAX152,safe,Left PAG,early,-0.179031,0.011424,28,26
MAX152,safe,Left PAG,late,-0.075790,0.011352,28,26
MAX152,safe,Left Posterior Caudate,early,-0.086795,0.007649,28,26
MAX152,safe,Left Posterior Caudate,late,-0.092715,0.007897,28,26
MAX152,safe,Left Posterior Putamen,early,0.007798,0.004999,28,26
MAX152,safe,Left Posterior Putamen,late,-0.122754,0.005070,28,26
MAX152,safe,Left Posterior Thalamus,early,-0.062596,0.001807,28,26
MAX152,safe,Left Posterior Thalamus,late,-0.060759,0.001850,28,26
MAX152,safe,Left Ventral Striatum,early,-0.232898,0.004508,28,26
MAX152,safe,Left Ventral Striatum,late,-0.094118,0.004658,28,26
MAX152,safe,PCC,early,-0.022685,0.018642,28,26
MAX152,safe,PCC,late,0.180652,0.019280,28,26
MAX152,safe,PCC/precuneus,early,0.138407,0.018551,28,26
MAX152,safe,PCC/precuneus,late,0.553918,0.019186,28,26
MAX152,safe,Right AntDorsal Insula,early,0.024962,0.001526,28,26
MAX152,safe,Right AntDorsal Insula,late,-0.150971,0.001577,28,26
MAX152,safe,Right AntVentral Insula,early,-0.054409,0.004458,28,26
MAX152,safe,Right AntVentral Insula,late,-0.031469,0.004605,28,26
MAX152,safe,Right Anterior Caudate,early,-0.026837,0.002925,28,26
MAX152,safe,Right Anterior Caudate,late,-0.125923,0.003024,28,26
MAX152,safe,Right Anterior MCC,early,-0.174916,0.003940,28,26
MAX152,safe,Right Anterior MCC,late,-0.330208,0.004071,28,26
MAX152,safe,Right Anterior Putamen,early,-0.055915,0.001951,28,26
MAX152,safe,Right Anterior Putamen,late,-0.113165,0.002018,28,26
MAX152,safe,Right Anterior Thalamus,early,-0.063437,0.002773,28,26
MAX152,safe,Right Anterior Thalamus,late,-0.136154,0.002864,28,26
MAX152,safe,Right BLBM Amygdala,early,0.009711,0.007597,28,26
MAX152,safe,Right BLBM Amygdala,late,-0.055171,0.007564,28,26
MAX152,safe,Right BST,early,0.102768,0.017641,28,26
MAX152,safe,Right BST,late,0.067600,0.017646,28,26
MAX152,safe,Right CeMe Amygdala,early,0.026844,0.006250,28,26
MAX152,safe,Right CeMe Amygdala,late,0.050161,0.006280,28,26
MAX152,safe,Right Hypothalamus,early,-0.051280,0.008941,28,26
MAX152,safe,Right Hypothalamus,late,-0.052459,0.008913,28,26
MAX152,safe,Right MidPost Insula,early,-0.021420,0.002145,28,26
MAX152,safe,Right MidPost Insula,late,-0.031682,0.002218,28,26
MAX152,safe,Right PAG,early,-0.106984,0.015678,28,26
MAX152,safe,Right PAG,late,-0.202952,0.015583,28,26
MAX152,safe,Right Posterior Caudate,early,-0.017692,0.005167,28,26
MAX152,safe,Right Posterior Caudate,late,-0.132220,0.005341,28,26
MAX152,safe,Right Posterior Putamen,early,-0.040773,0.003194,28,26
MAX152,safe,Right Posterior Putamen,late,-0.079328,0.003305,28,26
MAX152,safe,Right Posterior Thalamus,early,0.035578,0.001280,28,26
MAX152,safe,Right Posterior Thalamus,late,-0.055554,0.001297,28,26
MAX152,safe,Right Ventral Striatum,early,0.059983,0.004718,28,26
MAX152,safe,Right Ventral Striatum,late,0.153275,0.004786,28,26
MAX152,safe,vmPFC,early,-0.045998,0.007658,28,26
MAX152,safe,vmPFC,late,0.239863,0.007919,28,26
MAX152,threat,ACC,early,0.194474,0.002963,28,26
MAX152,threat,ACC,late,0.000101,0.003266,28,26
MAX152,threat,Left AntDorsal Insula,early,0.209252,0.001844,28,26
MAX152,threat,Left AntDorsal Insula,late,0.036976,0.001936,28,26
MAX152,threat,Left AntVentral Insula,early,0.322771,0.004558,28,26
MAX152,threat,Left AntVentral Insula,late,0.191187,0.004860,28,26
MAX152,threat,Left Anterior  Putamen,early,0.124250,0.002789,28,26
MAX152,threat,Left Anterior  Putamen,late,0.052256,0.003016,28,26
MAX152,threat,Left Anterior Caudate,early,0.229463,0.002509,28,26
MAX152,threat,Left Anterior Caudate,late,0.119374,0.002636,28,26
MAX152,threat,Left Anterior MCC,early,0.382728,0.003259,28,26
MAX152,threat,Left Anterior MCC,late,-0.008557,0.003567,28,26
MAX152,threat,Left Anterior Thalamus,early,0.152056,0.004075,28,26
MAX152,threat,Left Anterior Thalamus,late,-0.045390,0.004495,28,26
MAX152,threat,Left BLBM Amygdala,early,-0.286061,0.020009,28,26
MAX152,threat,Left BLBM Amygdala,late,-0.358614,0.019955,28,26
MAX152,threat,Left BST,early,0.494667,0.019933,28,26
MAX152,threat,Left BST,late,0.119612,0.019994,28,26
MAX152,threat,Left CeMe Amygdala,early,-0.034205,0.013119,28,26
MAX152,threat,Left CeMe Amygdala,late,-0.299010,0.013144,28,26
MAX152,threat,Left Hypothalamus,early,-0.175017,0.012914,28,26
MAX152,threat,Left Hypothalamus,late,-0.221223,0.012933,28,26
MAX152,threat,Left MidPost Insula,early,0.227869,0.003488,28,26
MAX152,threat,Left MidPost Insula,late,-0.133289,0.003866,28,26
MAX152,threat,Left PAG,early,-0.154666,0.011482,28,26
MAX152,threat,Left PAG,late,-0.225785,0.011447,28,26
MAX152,threat,Left Posterior Caudate,early,0.253801,0.007187,28,26
MAX152,threat,Left Posterior Caudate,late,0.280275,0.007971,28,26
MAX152,threat,Left Posterior Putamen,early,0.276961,0.004877,28,26
MAX152,threat,Left Posterior Putamen,late,0.081661,0.005168,28,26
MAX152,threat,Left Posterior Thalamus,early,0.101610,0.001777,28,26
MAX152,threat,Left Posterior Thalamus,late,0.058439,0.001864,28,26
MAX152,threat,Left Ventral Striatum,early,0.075852,0.004337,28,26
MAX152,threat,Left Ventral Striatum,late,-0.243656,0.004692,28,26
MAX152,threat,PCC,early,0.067855,0.017757,28,26
MAX152,threat,PCC,late,-0.532494,0.019434,28,26
MAX152,threat,PCC/precuneus,early,0.187602,0.017673,28,26
MAX152,threat,PCC/precuneus,late,-0.315321,0.019334,28,26
MAX152,threat,Right AntDorsal Insula,early,0.139622,0.001471,28,26
MAX152,threat,Right AntDorsal Insula,late,0.050939,0.001583,28,26
MAX152,threat,Right AntVentral Insula,early,0.322190,0.004284,28,26
MAX152,threat,Right AntVentral Insula,late,0.117836,0.004634,28,26
MAX152,threat,Right Anterior Caudate,early,0.278828,0.002790,28,26
MAX152,threat,Right Anterior Caudate,late,0.115033,0.003045,28,26
MAX152,threat,Right Anterior MCC,early,0.341259,0.003725,28,26
MAX152,threat,Right Anterior MCC,late,0.024172,0.004107,28,26
MAX152,threat,Right Anterior Putamen,early,0.174394,0.001876,28,26
MAX152,threat,Right Anterior Putamen,late,0.050373,0.002030,28,26
MAX152,threat,Right Anterior Thalamus,early,0.288830,0.002622,28,26
MAX152,threat,Right Anterior Thalamus,late,0.102630,0.002891,28,26
MAX152,threat,Right BLBM Amygdala,early,0.085808,0.007628,28,26
MAX152,threat,Right BLBM Amygdala,late,-0.110442,0.007644,28,26
MAX152,threat,Right BST,early,0.516385,0.017677,28,26
MAX152,threat,Right BST,late,0.043108,0.017866,28,26
MAX152,threat,Right CeMe Amygdala,early,0.134640,0.006230,28,26
MAX152,threat,Right CeMe Amygdala,late,-0.118677,0.006316,28,26
MAX152,threat,Right Hypothalamus,early,0.039240,0.008955,28,26
MAX152,threat,Right Hypothalamus,late,-0.107439,0.008966,28,26
MAX152,threat,Right MidPost Insula,early,0.216535,0.002029,28,26
MAX152,threat,Right MidPost Insula,late,0.022963,0.002239,28,26
MAX152,threat,Right PAG,early,-0.107914,0.015762,28,26
MAX152,threat,Right PAG,late,-0.283646,0.015719,28,26
MAX152,threat,Right Posterior Caudate,early,0.202785,0.004924,28,26
MAX152,threat,Right Posterior Caudate,late,0.130333,0.005385,28,26
MAX152,threat,Right Posterior Putamen,early,0.245610,0.003043,28,26
MAX152,threat,Right Posterior Putamen,late,-0.010465,0.003328,28,26
MAX152,threat,Right Posterior Thalamus,early,0.137785,0.001263,28,26
MAX152,threat,Right Posterior Thalamus,late,0.004398,0.001303,28,26
MAX152,threat,Right Ventral Striatum,early,0.329314,0.004609,28,26
MAX152,threat,Right Ventral Striatum,late,-0.061029,0.004880,28,26
MAX152,threat,vmPFC,early,0.208794,0.007296,28,26
MAX152,threat,vmPFC,late,-0.073265,0.007981,28,26
MAX154,safe,ACC,early,-0.323371,0.005705,33,23
MAX154,safe,ACC,late,-0.405419,0.005717,33,23
MAX154,safe,Left AntDorsal Insula,early,-0.156848,0.002968,33,23
MAX154,safe,Left AntDorsal Insula,late,-0.157742,0.002966,33,23
MAX154,safe,Left AntVentral Insula,early,-0.280764,0.005677,33,23
MAX154,safe,Left AntVentral Insula,late,-0.399838,0.005672,33,23
MAX154,safe,Left Anterior  Putamen,early,-0.411656,0.005933,33,23
MAX154,safe,Left Anterior  Putamen,late,-0.307593,0.005941,33,23
MAX154,safe,Left Anterior Caudate,early,-0.246692,0.006106,33,23
MAX154,safe,Left Anterior Caudate,late,-0.172809,0.006122,33,23
MAX154,safe,Left Anterior MCC,early,-0.432693,0.008363,33,23
MAX154,safe,Left Anterior MCC,late,-0.369184,0.008376,33,23
MAX154,safe,Left Anterior Thalamus,early,-0.304397,0.006089,33,23
MAX154,safe,Left Anterior Thalamus,late,-0.225636,0.006105,33,23
MAX154,safe,Left BLBM Amygdala,early,-2.540825,3.487399,33,23
MAX154,safe,Left BLBM Amygdala,late,-6.013860,3.313477,33,23
MAX154,safe,Left BST,early,0.180261,0.037026,33,23
MAX154,safe,Left BST,late,0.170582,0.036047,33,23
MAX154,safe,Left CeMe Amygdala,early,-0.328623,0.053076,33,23
MAX154,safe,Left CeMe Amygdala,late,-0.806200,0.052990,33,23
MAX154,safe,Left Hypothalamus,early,0.763666,0.035166,33,23
MAX154,safe,Left Hypothalamus,late,0.926370,0.033809,33,23
MAX154,safe,Left MidPost Insula,early,-0.216946,0.002858,33,23
MAX154,safe,Left MidPost Insula,late,-0.057498,0.002865,33,23
MAX154,safe,Left PAG,early,0.076179,0.014116,33,23
MAX154,safe,Left PAG,late,-0.000639,0.013410,33,23
MAX154,safe,Left Posterior Caudate,early,-0.417572,0.005795,33,23
MAX154,safe,Left Posterior Caudate,late,-0.215546,0.005795,33,23
MAX154,safe,Left Posterior Putamen,early,-0.434402,0.009962,33,23
MAX154,safe,Left Posterior Putamen,late,-0.304195,0.009992,33,23
MAX154,safe,Left Posterior Thalamus,early,-0.388718,0.006149,33,23
MAX154,safe,Left Posterior Thalamus,late,-0.332978,0.006155,33,23
MAX154,safe,Left Ventral Striatum,early,-0.309479,0.006445,33,23
MAX154,safe,Left Ventral Striatum,late,-0.325283,0.006457,33,23
MAX154,safe,PCC,early,-0.425976,0.012331,33,23
MAX154,safe,PCC,late,-0.463655,0.012240,33,23
MAX154,safe,PCC/precuneus,early,-0.142290,0.011745,33,23
MAX154,safe,PCC/precuneus,late,-0.297137,0.011730,33,23
MAX154,safe,Right AntDorsal Insula,early,-0.129657,0.005050,33,23
MAX154,safe,Right AntDorsal Insula,late,-0.064012,0.005065,33,23
MAX154,safe,Right AntVentral Insula,early,-0.253324,0.014326,33,23
MAX154,safe,Right AntVentral Insula,late,-0.365231,0.014305,33,23
MAX154,safe,Right Anterior Caudate,early,-0.239267,0.004371,33,23
MAX154,safe,Right Anterior Caudate,late,-0.160030,0.004383,33,23
MAX154,safe,Right Anterior MCC,early,-0.408126,0.007453,33,23
MAX154,safe,Right Anterior MCC,late,-0.322009,0.007462,33,23
MAX154,safe,Right Anterior Putamen,early,-0.283895,0.003457,33,23
MAX154,safe,Right Anterior Putamen,late,-0.209343,0.003464,33,23
MAX154,safe,Right Anterior Thalamus,early,-0.300396,0.006777,33,23
MAX154,safe,Right Anterior Thalamus,late,-0.125318,0.006791,33,23
MAX154,safe,Right BLBM Amygdala,early,-0.718437,0.024437,33,23
MAX154,safe,Right BLBM Amygdala,late,-0.126264,0.023793,33,23
MAX154,safe,Right BST,early,-0.201339,0.058017,33,23
MAX154,safe,Right BST,late,-0.261627,0.057119,33,23
MAX154,safe,Right CeMe Amygdala,early,0.053329,0.008976,33,23
MAX154,safe,Right CeMe Amygdala,late,-0.087218,0.008628,33,23
MAX154,safe,Right Hypothalamus,early,0.196945,0.024503,33,23
MAX154,safe,Right Hypothalamus,late,0.016169,0.023280,33,23
MAX154,safe,Right MidPost Insula,early,-0.055260,0.002559,33,23
MAX154,safe,Right MidPost Insula,late,-0.014597,0.002567,33,23
